2025-11-03 21:56:09,755 - scripts.services.llm_service - INFO - LLM原始返回: '待审查的关系对象描述了“大日本帝国”（Organization）与“慰安妇”（Organization）之间的“FOUNDED”（建立）关系。

首先，我们来分析节点类型。“大日本帝国”被明确标识为“Organization”，这符合规则中对“Organization”的定义，可以包括国家实体。然而，“慰安妇”被标识为“Organization”。根据提供的节点类型定义，“Organization”指的是“组织，包括职务、职级、泛称，包括国家。包括政府等行政区权力机关。” “慰安妇”并非一个具有独立法人资格或行政职能的组织，而更多是指代一个被强迫从事性服务的群体，或者是一个被建立的“制度”。如果将其视为一个“制度”或“体系”，那么它可能更符合“Movement”或“Document”的定义，例如“防火长城”被归类为“Movement”，而“一国两制”被归类为“Document”。但此处明确指定为“Organization”，我们需要基于此进行判断。

接下来，我们考察关系类型“FOUNDED”。该关系用于描述“实体创立组织的行为”。在当前案例中，“大日本帝国”（Organization）“FOUNDED”了“慰安妇”（Organization）。这暗示“慰安妇”作为一个“Organization”是被“大日本帝国”所建立的。描述中的“日本军队建立了‘慰安妇’制度”也支持了这种“建立”或“创建”的语义。

现在，我们来评估是否存在删除的必要性，严格依据【规则：需要删除的情况】。

1.  **方向错误**: “FOUNDED”关系是“Person/Organization/Event/Movement/Document -`FOUNDED`-> Organization”。源节点“大日本帝国”是Organization，目标节点“慰安妇”被标识为Organization。关系的类型和方向符合规则定义，不存在方向错误。

2.  **内容冗余**: 我们需要判断是否存在另一个更具体的、能够更准确地反映描述的关系类型，并且该关系类型应用于相同的source和target。
    *   “FOUNDED”的关系语义是“创立组织”。描述中提到“日本军队建立了‘慰安妇’制度”，这直接指向了“建立”这个动作。
    *   是否存在更具体的、可以替代“FOUNDED”的关系？“Person/Organization/Event/Movement/Document -`PUSHED`-> Person/Organization/Event/Movement/Document”关系描述“起推动、促进作用”。“慰安妇”制度的建立无疑是对该制度所涉及群体的“推动”或“促进”（从加害者角度而言，尽管是负面意义）。然而，“FOUNDED”比“PUSHED”更直接地描述了“建立”这一行为，特别是当目标是一个“Organization”时。“FOUNDED”就是专门为了描述这种“建立组织”的行为而设定的，其精确性高于“PUSHED”。
    *   “Person/Organization/Event/Movement/Document -`BLOCKED`-> Person/Organization/Event/Movement/Document”关系描述“起阻碍、反对作用”。显然不适用。
    *   “Person/Organization/Event/Movement/Document -`INFLUENCED`-> Person/Organization/Event/Document/Location”关系是通用关系。如果“FOUNDED”不能被精确描述，则考虑“INFLUENCED”。但“FOUNDED”本身就是一个非常具体的关系，用来描述“建立组织”。

    考虑到“FOUNDED”专门用于描述“实体创立组织的行为”，而描述明确提及“建立了‘慰安妇’制度”，并且目标节点被限定为“Organization”，那么“FOUNDED”关系是直接且准确的。即便“慰安妇”作为Organization的类型认定可能存在一些争议（例如，如果将其视为一个“制度”而非“实体组织”），但在给定类型的前提下，“FOUNDED”是直接指向“建立”这一核心语义的。

    我们再进一步思考，是否存在其他关系可以更准确地描述“大日本帝国”与“慰安妇”（作为Organization）之间的关系。
    *   `MEMBER_OF`: 不适用。
    *   `SUBORDINATE_OF`: 不适用，不是直接上下级汇报关系。
    *   `MET_WITH`: 不适用于组织与组织之间的“建立”行为。
    *   `FRIEND_OF` / `ENEMY_OF`: 不适用。
    *   `PUSHED` / `BLOCKED`: 如前所述，“FOUNDED”比“PUSHED”更具体。

    关键在于“FOUNDED”就是用于“创立组织”。即便“慰安妇”的“Organization”属性有些牵强，但如果规则强制我们接受其为“Organization”，那么“FOUNDED”就是最直接描述“建立”该“Organization”的关系。

    根据“铁的原则是：以下几个可用关系，要覆盖所有可能的关系语义。因此，不要过度严苛。”以及“只要关系本身没有大的问题，均予保留。”，我们认为“FOUNDED”关系在这里是贴合“建立”这一行为的，并且在给定的节点类型下，没有更精确的关系能够替代它。

    尽管“慰安妇”这个概念作为“Organization”的定性可能值得商榷，但我们被严格要求“严禁质疑”，并基于给定的类型进行判断。在“大日本帝国”作为“Organization”去“建立”一个被定义为“Organization”的“慰安妇”的场景下，“FOUNDED”是最符合语义的选择。它准确地捕捉了“建立”这个核心动作，并且没有更具体的、能够替代它的关系存在。

    因此，认为该关系存在冗余，以至于需要删除，其把握程度远未达到90%的删除门槛。

    我们倾向于保留关系，因为删除意味着信息的遗失，而当前的关系“FOUNDED”虽然可能在节点类型上存在一些语义上的模糊性（尽管规则要求不质疑），但它确实传达了“大日本帝国”对“慰安妇”制度的“建立”这一核心事实。

    因此，基于现有规则，即使节点类型存在潜在的疑问，但关系类型“FOUNDED”与描述高度契合，且没有更优的、更具体的替代关系，也不存在方向错误。

    最后，再次审视“Founding”的定义：“描述实体创立组织的行为”。描述：“日本军队建立了‘慰安妇’制度”。这个“制度”在此被表示为“Organization”。“建立”与“Founding”高度一致。

    考虑到规则强调“严禁过度严苛”、“只要关系本身没有大的问题，均予保留”，并且“一旦删除意味着信息的彻底遗失”，而“当且仅当把握大于90%时，删除关系”，我们认为此处删除的可能性不大。

    即便“慰安妇”更像一个“Movement”或“Document”，但被强制定义为“Organization”时，“FOUNDED”是最直接表达“建立”该“Organization”的关系。

    我们没有发现任何理由可以确信存在一个更精确的关系可以替代“FOUNDED”，也没有发现“FOUNDED”本身有明确的错误。

结论：False (保留)'
2025-11-03 21:56:09,756 - scripts.services.llm_service - INFO - LLM决策: False (保留)
2025-11-03 22:57:10,241 - scripts.check_pageviews - INFO - [*] 正在网络查询: Zhang Fei (en)
2025-11-03 22:57:10,242 - scripts.check_pageviews - INFO - [*] 正在网络查询: Zhang Jie (physicist) (en)
2025-11-03 22:57:10,242 - scripts.check_pageviews - INFO - [*] 正在网络查询: Zhang Liang (Western Han) (en)
2025-11-03 22:57:10,242 - scripts.check_pageviews - INFO - [*] 正在网络查询: Zhang Peili (en)
2025-11-03 22:57:10,242 - scripts.check_pageviews - INFO - [*] 正在网络查询: Zhang Renjie (en)
2025-11-03 22:57:10,242 - scripts.check_pageviews - INFO - [*] 正在网络查询: Zhang Shuai (en)
2025-11-03 22:57:10,242 - scripts.check_pageviews - INFO - [*] 正在网络查询: Zhang Siqing (en)
2025-11-03 22:57:10,242 - scripts.check_pageviews - INFO - [*] 正在网络查询: Zhang Xi (chemist) (en)
2025-11-03 22:57:10,242 - scripts.check_pageviews - INFO - [*] 正在网络查询: Zhang Xueliang (en)
2025-11-03 22:57:10,242 - scripts.check_pageviews - INFO - [*] 正在网络查询: Zhang Yi (politician) (en)
2025-11-03 22:57:10,243 - scripts.check_pageviews - INFO - [*] 正在网络查询: Zhang Zongxun (en)
2025-11-03 22:57:10,243 - scripts.check_pageviews - INFO - [*] 正在网络查询: Zhao Lijian (en)
2025-11-03 22:57:10,243 - scripts.check_pageviews - INFO - [*] 正在网络查询: Zhao Pu (en)
2025-11-03 22:57:10,243 - scripts.check_pageviews - INFO - [*] 正在网络查询: Zhejiang Provincial Committee of the Chinese People's Political Consultative Conference (en)
2025-11-03 22:57:10,243 - scripts.check_pageviews - INFO - [*] 正在网络查询: Zheng (state) (en)
2025-11-03 22:57:10,243 - scripts.check_pageviews - INFO - [*] 正在网络查询: Zheng Xuan (general) (en)
2025-11-03 22:57:10,243 - scripts.check_pageviews - INFO - [*] 正在网络查询: Zhong Nanshan (en)
2025-11-03 22:57:10,243 - scripts.check_pageviews - INFO - [*] 正在网络查询: Zhou Dawen (en)
2025-11-03 22:57:10,243 - scripts.check_pageviews - INFO - [*] 正在网络查询: Zhou Enshou (en)
2025-11-03 22:57:10,244 - scripts.check_pageviews - INFO - [*] 正在网络查询: Zhou Ji (born 1946) (en)
2025-11-03 22:57:10,244 - scripts.check_pageviews - INFO - [*] 正在网络查询: Zhou Zuoren (en)
2025-11-03 22:57:10,244 - scripts.check_pageviews - INFO - [*] 正在网络查询: Zhu Shizhen (en)
2025-11-03 22:57:10,244 - scripts.check_pageviews - INFO - [*] 正在网络查询: Zhu Zairui (en)
2025-11-03 22:57:10,244 - scripts.check_pageviews - INFO - [*] 正在网络查询: Zhu Zhi (en)
2025-11-03 22:57:10,244 - scripts.check_pageviews - INFO - [*] 正在网络查询: Zhuge Jin (en)
2025-11-03 22:57:10,244 - scripts.check_pageviews - INFO - [*] 正在网络查询: Zhuozhou (en)
2025-11-03 22:57:10,245 - scripts.check_pageviews - INFO - [*] 正在网络查询: Zongli Yamen (en)
2025-11-03 22:57:10,245 - scripts.check_pageviews - INFO - [*] 正在网络查询: Zu Dashou (en)
2025-11-03 22:57:10,245 - scripts.check_pageviews - INFO - [*] 正在网络查询: Śramaṇa (en)
2025-11-03 22:57:10,245 - scripts.check_pageviews - INFO - [*] 正在网络查询: 胡季犛 (zh)
2025-11-03 22:57:10,245 - scripts.check_pageviews - INFO - [*] 正在网络查询: 護法運動 (zh)
2025-11-03 22:57:10,245 - scripts.check_pageviews - INFO - [*] 正在网络查询: 越國 (zh)
2025-11-03 22:57:10,245 - scripts.check_pageviews - INFO - [*] 正在网络查询: 安阳王 (zh)
2025-11-03 22:57:10,245 - scripts.check_pageviews - INFO - [*] 正在网络查询: 叶梅芬 (zh)
2025-11-03 22:57:10,245 - scripts.check_pageviews - INFO - [*] 正在网络查询: 大泽乡起义 (zh)
2025-11-03 22:57:10,245 - scripts.check_pageviews - INFO - [*] 正在网络查询: 张勇 (1959年) (zh)
2025-11-03 22:57:10,246 - scripts.check_pageviews - INFO - [*] 正在网络查询: 张小平 (1963年) (zh)
2025-11-03 22:57:10,246 - scripts.check_pageviews - INFO - [*] 正在网络查询: 伯力 (zh)
2025-11-03 22:57:10,246 - scripts.check_pageviews - INFO - [*] 正在网络查询: 史康成 (zh)
2025-11-03 22:57:10,246 - scripts.check_pageviews - INFO - [*] 正在网络查询: 張開儒 (zh)
2025-11-03 22:57:10,246 - scripts.check_pageviews - INFO - [*] 正在网络查询: 陈烟桥 (zh)
2025-11-03 22:57:10,246 - scripts.check_pageviews - INFO - [*] 正在网络查询: 山东政法学院 (zh)
2025-11-03 22:57:10,246 - scripts.check_pageviews - INFO - [*] 正在网络查询: 汪永清 (zh)
2025-11-03 22:57:10,246 - scripts.check_pageviews - INFO - [*] 正在网络查询: 吴嘉善 (zh)
2025-11-03 22:57:10,246 - scripts.check_pageviews - INFO - [*] 正在网络查询: 霍弋 (zh)
2025-11-03 22:57:10,246 - scripts.check_pageviews - INFO - [*] 正在网络查询: 16 May Notification (en)
2025-11-03 22:57:10,247 - scripts.check_pageviews - INFO - [*] 正在网络查询: Bank of China (en)
2025-11-03 22:57:10,247 - scripts.check_pageviews - INFO - [*] 正在网络查询: Battle of Red Cliffs (en)
2025-11-03 22:57:10,247 - scripts.check_pageviews - INFO - [*] 正在网络查询: Chen Bijun (en)
2025-11-03 22:57:10,247 - scripts.check_pageviews - INFO - [*] 正在网络查询: China Film Group Corporation (en)
2025-11-03 22:57:10,247 - scripts.check_pageviews - INFO - [*] 正在网络查询: David Lloyd George (en)
2025-11-03 22:57:10,247 - scripts.check_pageviews - INFO - [*] 正在网络查询: Donglin movement (en)
2025-11-03 22:57:10,247 - scripts.check_pageviews - INFO - [*] 正在网络查询: Four Golden Flowers (en)
2025-11-03 22:57:10,247 - scripts.check_pageviews - INFO - [*] 正在网络查询: ICBC Turkey (en)
2025-11-03 22:57:10,247 - scripts.check_pageviews - INFO - [*] 正在网络查询: Jacky Cheung (en)
2025-11-03 22:57:10,248 - scripts.check_pageviews - INFO - [*] 正在网络查询: Jia of Zhao (en)
2025-11-03 22:57:10,248 - scripts.check_pageviews - INFO - [*] 正在网络查询: Lai Tung-kwok (en)
2025-11-03 22:57:10,248 - scripts.check_pageviews - INFO - [*] 正在网络查询: Li Pak-tam (en)
2025-11-03 22:57:10,248 - scripts.check_pageviews - INFO - [*] 正在网络查询: Lu Yongxiang (warlord) (en)
2025-11-03 22:57:10,248 - scripts.check_pageviews - INFO - [*] 正在网络查询: Lü (surname) (en)
2025-11-03 22:57:10,248 - scripts.check_pageviews - INFO - [*] 正在网络查询: Manchukuo Film Association (en)
2025-11-03 22:57:10,248 - scripts.check_pageviews - INFO - [*] 正在网络查询: Nanjiang Military District (en)
2025-11-03 22:57:10,248 - scripts.check_pageviews - INFO - [*] 正在网络查询: National Anthem Ordinance (en)
2025-11-03 22:57:10,248 - scripts.check_pageviews - INFO - [*] 正在网络查询: Norwegian Nobel Committee (en)
2025-11-03 22:57:10,249 - scripts.check_pageviews - INFO - [*] 正在网络查询: Qiushi (en)
2025-11-03 22:57:10,249 - scripts.check_pageviews - INFO - [*] 正在网络查询: Soong Ai-ling (en)
2025-11-03 22:57:10,249 - scripts.check_pageviews - INFO - [*] 正在网络查询: Standard Chartered (en)
2025-11-03 22:57:10,249 - scripts.check_pageviews - INFO - [*] 正在网络查询: Su Yu (en)
2025-11-03 22:57:10,249 - scripts.check_pageviews - INFO - [*] 正在网络查询: The Three Visits (en)
2025-11-03 22:57:10,249 - scripts.check_pageviews - INFO - [*] 正在网络查询: Toghrul (en)
2025-11-03 22:57:10,249 - scripts.check_pageviews - INFO - [*] 正在网络查询: Wufeng Tujia Autonomous County (en)
2025-11-03 22:57:10,249 - scripts.check_pageviews - INFO - [*] 正在网络查询: Yu Dayou (en)
2025-11-03 22:57:10,249 - scripts.check_pageviews - INFO - [*] 正在网络查询: Yun'e (en)
2025-11-03 22:59:10,150 - scripts.check_pageviews - INFO - 批次 30 处理完毕，暂停 5 秒以降低API请求频率...
2025-11-03 22:59:15,156 - scripts.check_pageviews - INFO - --- 正在处理批次 31/38 (共 120 项) ---
2025-11-03 22:59:15,156 - scripts.check_pageviews - INFO - [*] 正在网络查询: Zhang Zhijun (en)
2025-11-03 22:59:15,157 - scripts.check_pageviews - INFO - [*] 正在网络查询: 中國人民政治協商會議全國委員會澳門地區委員 (zh)
2025-11-03 22:59:15,157 - scripts.check_pageviews - INFO - [*] 正在网络查询: 許克祥 (zh)
2025-11-03 22:59:15,157 - scripts.check_pageviews - INFO - [*] 正在网络查询: 1948 Czechoslovak coup d'état (en)
2025-11-03 22:59:15,157 - scripts.check_pageviews - INFO - [*] 正在网络查询: 1953 Iranian coup d'état (en)
2025-11-03 22:59:15,157 - scripts.check_pageviews - INFO - [*] 正在网络查询: 1986 Chinese student demonstrations (en)
2025-11-03 22:59:15,157 - scripts.check_pageviews - INFO - [*] 正在网络查询: 2005 Pan-Blue visits to mainland China (en)
2025-11-03 22:59:15,157 - scripts.check_pageviews - INFO - [*] 正在网络查询: 2018 Malaysian general election (en)
2025-11-03 22:59:15,157 - scripts.check_pageviews - INFO - [*] 正在网络查询: 2019 Yuen Long attack (en)
2025-11-03 22:59:15,158 - scripts.check_pageviews - INFO - [*] 正在网络查询: 2019–2020 Hong Kong protests (en)
2025-11-03 22:59:15,158 - scripts.check_pageviews - INFO - [*] 正在网络查询: 2022 Ürümqi fire (en)
2025-11-03 22:59:15,158 - scripts.check_pageviews - INFO - [*] 正在网络查询: 2024 Taiwanese legislative reform controversy (en)
2025-11-03 22:59:15,158 - scripts.check_pageviews - INFO - [*] 正在网络查询: 70th anniversary of the People's Republic of China (en)
2025-11-03 22:59:15,158 - scripts.check_pageviews - INFO - [*] 正在网络查询: 86th Motorized Infantry Division (People's Republic of China) (en)
2025-11-03 22:59:15,158 - scripts.check_pageviews - INFO - [*] 正在网络查询: 9th Central Committee of the Chinese Communist Party (en)
2025-11-03 22:59:15,158 - scripts.check_pageviews - INFO - [*] 正在网络查询: 9th National People's Congress (en)
2025-11-03 22:59:15,158 - scripts.check_pageviews - INFO - [*] 正在网络查询: Aarif Rahman (en)
2025-11-03 22:59:15,159 - scripts.check_pageviews - INFO - [*] 正在网络查询: Abdullah Ahmad Badawi (en)
2025-11-03 22:59:15,159 - scripts.check_pageviews - INFO - [*] 正在网络查询: Achou (en)
2025-11-03 22:59:15,159 - scripts.check_pageviews - INFO - [*] 正在网络查询: Afaqi Khoja revolts (en)
2025-11-03 22:59:15,159 - scripts.check_pageviews - INFO - [*] 正在网络查询: Alexander von Falkenhausen (en)
2025-11-03 22:59:15,159 - scripts.check_pageviews - INFO - [*] 正在网络查询: Ali Khamenei (en)
2025-11-03 22:59:15,159 - scripts.check_pageviews - INFO - [*] 正在网络查询: All-China Resistance Association of Writers and Artists (en)
2025-11-03 22:59:15,159 - scripts.check_pageviews - INFO - [*] 正在网络查询: American Academy of Arts and Sciences (en)
2025-11-03 22:59:15,159 - scripts.check_pageviews - INFO - [*] 正在网络查询: Anhui University (en)
2025-11-03 22:59:15,160 - scripts.check_pageviews - INFO - [*] 正在网络查询: April 26 Editorial (en)
2025-11-03 22:59:15,160 - scripts.check_pageviews - INFO - [*] 正在网络查询: Association of Pacific Rim Universities (en)
2025-11-03 22:59:15,160 - scripts.check_pageviews - INFO - [*] 正在网络查询: Azmin Ali (en)
2025-11-03 22:59:15,160 - scripts.check_pageviews - INFO - [*] 正在网络查询: Beijing Foreign Studies University (en)
2025-11-03 22:59:15,160 - scripts.check_pageviews - INFO - [*] 正在网络查询: Beijing Union University (en)
2025-11-03 22:59:15,160 - scripts.check_pageviews - INFO - [*] 正在网络查询: Berkelium (en)
2025-11-03 22:59:15,160 - scripts.check_pageviews - INFO - [*] 正在网络查询: Berkshire Hathaway (en)
2025-11-03 22:59:15,160 - scripts.check_pageviews - INFO - [*] 正在网络查询: Bo Yibo (en)
2025-11-03 22:59:15,160 - scripts.check_pageviews - INFO - [*] 正在网络查询: Boxer Protocol (en)
2025-11-03 22:59:15,161 - scripts.check_pageviews - INFO - [*] 正在网络查询: Bulgaria (en)
2025-11-03 22:59:15,161 - scripts.check_pageviews - INFO - [*] 正在网络查询: Bureau of East Asian and Pacific Affairs (en)
2025-11-03 22:59:15,161 - scripts.check_pageviews - INFO - [*] 正在网络查询: Cao Ang (en)
2025-11-03 22:59:15,161 - scripts.check_pageviews - INFO - [*] 正在网络查询: Chai Liyuan (en)
2025-11-03 22:59:15,161 - scripts.check_pageviews - INFO - [*] 正在网络查询: Chang Taek-sang (en)
2025-11-03 22:59:15,161 - scripts.check_pageviews - INFO - [*] 正在网络查询: Chang'an University (en)
2025-11-03 22:59:15,161 - scripts.check_pageviews - INFO - [*] 正在网络查询: Chen Gui (en)
2025-11-03 22:59:15,161 - scripts.check_pageviews - INFO - [*] 正在网络查询: Chen Jie (engineer) (en)
2025-11-03 22:59:15,162 - scripts.check_pageviews - INFO - [*] 正在网络查询: Cheng Zihua (en)
2025-11-03 22:59:15,162 - scripts.check_pageviews - INFO - [*] 正在网络查询: Chiang Peng-chien (en)
2025-11-03 22:59:15,162 - scripts.check_pageviews - INFO - [*] 正在网络查询: Chiang Zhao-Cong (en)
2025-11-03 22:59:15,162 - scripts.check_pageviews - INFO - [*] 正在网络查询: China Council for the Promotion of International Trade (en)
2025-11-03 22:59:15,162 - scripts.check_pageviews - INFO - [*] 正在网络查询: China national table tennis team (en)
2025-11-03 22:59:15,162 - scripts.check_pageviews - INFO - [*] 正在网络查询: Chinese Academy of Engineering (en)
2025-11-03 22:59:15,162 - scripts.check_pageviews - INFO - [*] 正在网络查询: Chinese Culture University (en)
2025-11-03 22:59:15,162 - scripts.check_pageviews - INFO - [*] 正在网络查询: Chinese Educational Mission (en)
2025-11-03 22:59:15,162 - scripts.check_pageviews - INFO - [*] 正在网络查询: Chinese Learning as Substance, Western Learning for Application (en)
2025-11-03 22:59:15,163 - scripts.check_pageviews - INFO - [*] 正在网络查询: Christine Chow Ma (en)
2025-11-03 22:59:15,163 - scripts.check_pageviews - INFO - [*] 正在网络查询: Cleansing the Class Ranks (en)
2025-11-03 22:59:15,163 - scripts.check_pageviews - INFO - [*] 正在网络查询: Collected Statutes of the Ming Dynasty (en)
2025-11-03 22:59:15,163 - scripts.check_pageviews - INFO - [*] 正在网络查询: Commercial Times (en)
2025-11-03 22:59:15,163 - scripts.check_pageviews - INFO - [*] 正在网络查询: Committee for Handling Proposals (en)
2025-11-03 22:59:15,163 - scripts.check_pageviews - INFO - [*] 正在网络查询: Congress Party Alliance (en)
2025-11-03 22:59:15,163 - scripts.check_pageviews - INFO - [*] 正在网络查询: Consort Qi (Han dynasty) (en)
2025-11-03 22:59:15,163 - scripts.check_pageviews - INFO - [*] 正在网络查询: Constituent departments of the State Council (en)
2025-11-03 22:59:15,163 - scripts.check_pageviews - INFO - [*] 正在网络查询: Constitution of the Chinese Communist Party (en)
2025-11-03 22:59:15,164 - scripts.check_pageviews - INFO - [*] 正在网络查询: Convention for the Extension of Hong Kong Territory (en)
2025-11-03 22:59:15,164 - scripts.check_pageviews - INFO - [*] 正在网络查询: Council of Europe (en)
2025-11-03 22:59:15,164 - scripts.check_pageviews - INFO - [*] 正在网络查询: County (en)
2025-11-03 22:59:15,164 - scripts.check_pageviews - INFO - [*] 正在网络查询: Coup d'état of May Seventeenth (en)
2025-11-03 22:59:15,164 - scripts.check_pageviews - INFO - [*] 正在网络查询: Criticize Lin, Criticize Confucius (en)
2025-11-03 22:59:15,164 - scripts.check_pageviews - INFO - [*] 正在网络查询: Crown Prince Dan (en)
2025-11-03 22:59:15,164 - scripts.check_pageviews - INFO - [*] 正在网络查询: Datianwan Stadium (en)
2025-11-03 22:59:15,164 - scripts.check_pageviews - INFO - [*] 正在网络查询: David Kung Ling-kan (en)
2025-11-03 22:59:15,164 - scripts.check_pageviews - INFO - [*] 正在网络查询: Death and state funeral of Mao Zedong (en)
2025-11-03 22:59:15,165 - scripts.check_pageviews - INFO - [*] 正在网络查询: Dong Biwu (en)
2025-11-03 22:59:15,165 - scripts.check_pageviews - INFO - [*] 正在网络查询: Duke Ai of Lu (en)
2025-11-03 22:59:15,165 - scripts.check_pageviews - INFO - [*] 正在网络查询: Détente (en)
2025-11-03 22:59:15,165 - scripts.check_pageviews - INFO - [*] 正在网络查询: Economy of China (en)
2025-11-03 22:59:15,165 - scripts.check_pageviews - INFO - [*] 正在网络查询: Edward Ho (en)
2025-11-03 22:59:15,165 - scripts.check_pageviews - INFO - [*] 正在网络查询: Emperor (en)
2025-11-03 22:59:15,166 - scripts.check_pageviews - INFO - [*] 正在网络查询: Emperor Wen of Han (en)
2025-11-03 22:59:15,166 - scripts.check_pageviews - INFO - [*] 正在网络查询: Emperor Yang of Sui (en)
2025-11-03 22:59:15,166 - scripts.check_pageviews - INFO - [*] 正在网络查询: Emperor Yi of Chu (en)
2025-11-03 22:59:15,166 - scripts.check_pageviews - INFO - [*] 正在网络查询: Emperor Yingzong of Song (en)
2025-11-03 22:59:15,166 - scripts.check_pageviews - INFO - [*] 正在网络查询: Empire of Vietnam (en)
2025-11-03 22:59:15,166 - scripts.check_pageviews - INFO - [*] 正在网络查询: Empress Liu (Zhenzong) (en)
2025-11-03 22:59:15,166 - scripts.check_pageviews - INFO - [*] 正在网络查询: Empress Xiaozhuangwen (en)
2025-11-03 22:59:15,166 - scripts.check_pageviews - INFO - [*] 正在网络查询: Empress Zhang (Liu Shan's first wife) (en)
2025-11-03 22:59:15,166 - scripts.check_pageviews - INFO - [*] 正在网络查询: Erasmus (en)
2025-11-03 22:59:15,167 - scripts.check_pageviews - INFO - [*] 正在网络查询: Euromaidan (en)
2025-11-03 22:59:15,167 - scripts.check_pageviews - INFO - [*] 正在网络查询: European Commission (en)
2025-11-03 22:59:15,167 - scripts.check_pageviews - INFO - [*] 正在网络查询: Evelyn Mase (en)
2025-11-03 22:59:15,167 - scripts.check_pageviews - INFO - [*] 正在网络查询: Fall of Saigon (en)
2025-11-03 22:59:15,167 - scripts.check_pageviews - INFO - [*] 正在网络查询: Film Workshop (en)
2025-11-03 22:59:15,167 - scripts.check_pageviews - INFO - [*] 正在网络查询: Foshan Haitian Flavouring & Food Co (en)
2025-11-03 22:59:15,167 - scripts.check_pageviews - INFO - [*] 正在网络查询: Four Modernizations (en)
2025-11-03 22:59:15,167 - scripts.check_pageviews - INFO - [*] 正在网络查询: Frederick III, German Emperor (en)
2025-11-03 22:59:15,168 - scripts.check_pageviews - INFO - [*] 正在网络查询: French aircraft carrier Charles de Gaulle (en)
2025-11-03 22:59:15,168 - scripts.check_pageviews - INFO - [*] 正在网络查询: Fu Dongju (en)
2025-11-03 22:59:15,168 - scripts.check_pageviews - INFO - [*] 正在网络查询: Fu Ziying (en)
2025-11-03 22:59:15,168 - scripts.check_pageviews - INFO - [*] 正在网络查询: Fufeng County (en)
2025-11-03 22:59:15,168 - scripts.check_pageviews - INFO - [*] 正在网络查询: Fuping County, Hebei (en)
2025-11-03 22:59:15,168 - scripts.check_pageviews - INFO - [*] 正在网络查询: Gao Song (chemist) (en)
2025-11-03 22:59:15,168 - scripts.check_pageviews - INFO - [*] 正在网络查询: Gaocheng, Shijiazhuang (en)
2025-11-03 22:59:15,168 - scripts.check_pageviews - INFO - [*] 正在网络查询: Geng Huichang (en)
2025-11-03 22:59:15,168 - scripts.check_pageviews - INFO - [*] 正在网络查询: Geography of Taiwan (en)
2025-11-03 22:59:15,168 - scripts.check_pageviews - INFO - [*] 正在网络查询: George H. W. Bush (en)
2025-11-03 22:59:15,169 - scripts.check_pageviews - INFO - [*] 正在网络查询: Gerakan Tanah Air (en)
2025-11-03 22:59:15,169 - scripts.check_pageviews - INFO - [*] 正在网络查询: Gouding (en)
2025-11-03 22:59:15,169 - scripts.check_pageviews - INFO - [*] 正在网络查询: Government of Hong Kong (en)
2025-11-03 22:59:15,169 - scripts.check_pageviews - INFO - [*] 正在网络查询: Great Chinese Famine (en)
2025-11-03 22:59:15,169 - scripts.check_pageviews - INFO - [*] 正在网络查询: Gulang County (en)
2025-11-03 22:59:15,169 - scripts.check_pageviews - INFO - [*] 正在网络查询: Hanzhong Campaign (en)
2025-11-03 22:59:15,169 - scripts.check_pageviews - INFO - [*] 正在网络查询: He Luli (en)
2025-11-03 22:59:15,169 - scripts.check_pageviews - INFO - [*] 正在网络查询: Henry VIII (en)
2025-11-03 22:59:15,169 - scripts.check_pageviews - INFO - [*] 正在网络查询: High court (Taiwan) (en)
2025-11-03 22:59:15,169 - scripts.check_pageviews - INFO - [*] 正在网络查询: Holodomor (en)
2025-11-03 22:59:15,170 - scripts.check_pageviews - INFO - [*] 正在网络查询: Hong Kong Civic Association (en)
2025-11-03 22:59:15,170 - scripts.check_pageviews - INFO - [*] 正在网络查询: Hong Rengan (en)
2025-11-03 22:59:15,170 - scripts.check_pageviews - INFO - [*] 正在网络查询: Hu Linyi (en)
2025-11-03 22:59:15,170 - scripts.check_pageviews - INFO - [*] 正在网络查询: Hua Chunying (en)
2025-11-03 22:59:15,170 - scripts.check_pageviews - INFO - [*] 正在网络查询: Hubei Military District (en)
2025-11-03 22:59:15,170 - scripts.check_pageviews - INFO - [*] 正在网络查询: I. M. Pei (en)
2025-11-03 22:59:15,170 - scripts.check_pageviews - INFO - [*] 正在网络查询: Independent politician (en)
2025-11-03 22:59:15,170 - scripts.check_pageviews - INFO - [*] 正在网络查询: Jacques-Nicolas Billaud-Varenne (en)
2025-11-03 23:01:15,073 - scripts.check_pageviews - INFO - 批次 31 处理完毕，暂停 5 秒以降低API请求频率...
2025-11-03 23:01:20,077 - scripts.check_pageviews - INFO - --- 正在处理批次 32/38 (共 120 项) ---
2025-11-03 23:01:20,078 - scripts.check_pageviews - INFO - [*] 正在网络查询: Jeb Bush (en)
2025-11-03 23:01:20,078 - scripts.check_pageviews - INFO - [*] 正在网络查询: Jiaguwen Heji (en)
2025-11-03 23:01:20,078 - scripts.check_pageviews - INFO - [*] 正在网络查询: Juan José Linz (en)
2025-11-03 23:01:20,078 - scripts.check_pageviews - INFO - [*] 正在网络查询: Juche (en)
2025-11-03 23:01:20,078 - scripts.check_pageviews - INFO - [*] 正在网络查询: Jung Kong Lee (en)
2025-11-03 23:01:20,078 - scripts.check_pageviews - INFO - [*] 正在网络查询: Kang Keqing (en)
2025-11-03 23:01:20,078 - scripts.check_pageviews - INFO - [*] 正在网络查询: Kenny Ho (en)
